"Date","Price","Open","High","Low","Vol.","Change %"
"09/23/2025","1,021.50","992.80","1,025.00","962.79","22.84M","2.89%"
"09/22/2025","992.80","1,047.90","1,050.30","977.00","27.97M","-5.25%"
"09/21/2025","1,047.80","1,043.71","1,081.79","1,039.62","24.49M","0.37%"
"09/20/2025","1,043.90","984.10","1,043.90","983.10","16.00M","6.08%"
"09/19/2025","984.10","981.00","1,002.83","974.42","12.06M","0.32%"
"09/18/2025","981.00","989.80","1,006.30","979.71","14.51M","-0.94%"
"09/17/2025","990.29","955.91","995.00","946.20","16.61M","3.53%"
"09/16/2025","956.49","919.80","959.09","916.70","9.76M","3.99%"
"09/15/2025","919.80","926.40","935.40","910.80","9.01M","-0.72%"
"09/14/2025","926.50","933.80","944.61","922.80","7.61M","-0.78%"
"09/13/2025","933.80","924.90","943.79","922.31","11.43M","0.96%"
"09/12/2025","924.90","902.70","929.51","901.70","9.43M","2.46%"
"09/11/2025","902.70","893.69","903.99","888.71","12.88M","1.01%"
"09/10/2025","893.70","879.90","907.19","877.00","13.68M","1.57%"
"09/09/2025","879.90","878.80","884.90","871.60","5.59M","0.23%"
"09/08/2025","877.91","880.40","885.60","870.11","5.99M","-0.23%"
"09/07/2025","879.90","862.30","883.70","860.70","5.14M","2.21%"
"09/06/2025","860.90","849.80","864.70","849.50","4.47M","1.26%"
"09/05/2025","850.20","843.60","857.51","842.70","3.70M","0.77%"
"09/04/2025","843.70","854.70","856.80","841.10","6.06M","-1.29%"
"09/03/2025","854.70","851.90","864.00","848.90","3.90M","0.34%"
"09/02/2025","851.80","845.79","856.60","840.70","5.32M","0.71%"
"09/01/2025","845.79","857.60","867.30","840.00","7.60M","-1.38%"
"08/31/2025","857.60","861.90","867.60","857.00","3.45M","-0.50%"
"08/30/2025","861.90","862.20","863.80","851.70","3.27M","-0.05%"
"08/29/2025","862.30","873.51","878.00","850.50","8.44M","-1.28%"
"08/28/2025","873.51","855.50","880.98","851.32","8.29M","2.12%"
"08/27/2025","855.41","863.80","867.10","853.29","4.91M","-0.96%"
"08/26/2025","863.70","839.30","867.90","830.35","7.84M","2.92%"
"08/25/2025","839.20","876.50","880.70","833.69","13.76M","-4.25%"
"08/24/2025","876.50","880.50","886.60","860.00","10.86M","-0.47%"
"08/23/2025","880.60","900.20","900.20","875.90","9.90M","-2.14%"
"08/22/2025","899.81","839.30","900.49","839.20","11.91M","7.21%"
"08/21/2025","839.30","869.00","883.90","833.70","9.08M","-3.43%"
"08/20/2025","869.10","824.00","880.88","818.70","12.77M","5.50%"
"08/19/2025","823.81","846.60","851.80","823.10","7.23M","-2.69%"
"08/18/2025","846.60","855.20","858.50","825.30","9.83M","-0.99%"
"08/17/2025","855.11","838.60","863.79","838.20","5.44M","1.97%"
"08/16/2025","838.60","827.80","839.20","825.30","3.73M","1.29%"
"08/15/2025","827.90","840.49","853.50","812.90","7.32M","-1.49%"
"08/14/2025","840.40","848.00","869.29","821.97","20.68M","-0.90%"
"08/13/2025","848.00","832.50","858.90","828.40","17.26M","1.85%"
"08/12/2025","832.60","805.10","839.80","797.90","13.88M","3.42%"
"08/11/2025","805.10","806.90","827.20","792.60","20.84M","-0.22%"
"08/10/2025","806.90","798.80","815.40","793.70","12.18M","1.03%"
"08/09/2025","798.70","793.50","819.00","792.80","16.91M","0.67%"
"08/08/2025","793.40","788.90","798.30","781.10","31.97M","0.58%"
"08/07/2025","788.80","769.70","788.80","764.70","15.75M","2.48%"
"08/06/2025","769.70","755.01","774.90","746.50","9.53M","1.93%"
"08/05/2025","755.10","768.50","769.60","745.52","9.07M","-1.74%"
"08/04/2025","768.50","751.40","769.50","750.40","13.29M","2.28%"
"08/03/2025","751.40","736.70","755.30","730.20","9.17M","2.00%"
"08/02/2025","736.70","757.20","770.20","732.50","15.25M","-2.71%"
"08/01/2025","757.20","783.20","795.40","745.40","25.74M","-3.32%"
"07/31/2025","783.20","793.40","813.30","781.60","22.92M","-1.29%"
"07/30/2025","793.40","805.10","811.49","766.81","29.63M","-1.49%"
"07/29/2025","805.40","824.00","834.80","800.30","30.18M","-2.26%"
"07/28/2025","824.00","843.60","860.70","820.91","31.67M","-2.32%"
"07/27/2025","843.59","793.00","846.89","791.20","20.65M","6.38%"
"07/26/2025","793.00","785.40","797.90","778.40","10.21M","0.97%"
"07/25/2025","785.40","770.30","785.70","752.40","28.34M","1.96%"
"07/24/2025","770.30","776.70","785.99","743.00","34.15M","-0.87%"
"07/23/2025","777.10","787.50","809.60","752.88","53.40M","-1.26%"
"07/22/2025","787.00","766.70","788.19","745.20","39.96M","2.73%"
"07/21/2025","766.10","756.80","781.80","746.30","27.69M","1.19%"
"07/20/2025","757.10","733.10","760.70","731.50","19.80M","3.29%"
"07/19/2025","733.00","729.89","742.20","719.20","14.40M","0.38%"
"07/18/2025","730.20","720.89","765.09","719.00","32.98M","1.32%"
"07/17/2025","720.70","708.80","727.70","707.30","28.70M","1.78%"
"07/16/2025","708.10","689.80","715.40","685.30","14.99M","2.64%"
"07/15/2025","689.90","688.70","693.00","675.31","12.05M","0.12%"
"07/14/2025","689.10","691.90","707.30","686.20","12.59M","-0.40%"
"07/13/2025","691.90","685.70","694.00","685.10","7.70M","0.90%"
"07/12/2025","685.70","690.00","696.90","679.61","8.60M","-0.61%"
"07/11/2025","689.90","685.50","697.20","682.80","14.24M","0.61%"
"07/10/2025","685.70","669.10","687.70","667.10","11.02M","2.54%"
"07/09/2025","668.70","660.70","671.30","659.20","11.03M","1.23%"
"07/08/2025","660.60","661.10","662.50","657.40","5.38M","-0.06%"
"07/07/2025","661.00","663.10","663.20","656.80","6.50M","-0.30%"
"07/06/2025","663.00","656.10","664.90","653.50","5.31M","1.07%"
"07/05/2025","656.00","653.50","656.70","651.90","4.61M","0.38%"
"07/04/2025","653.50","663.90","664.10","650.20","7.00M","-1.51%"
"07/03/2025","663.50","659.90","664.40","656.70","7.19M","0.59%"
"07/02/2025","659.60","646.40","664.80","643.92","5.62M","2.07%"
"07/01/2025","646.20","657.20","659.39","644.00","4.03M","-1.63%"
"06/30/2025","656.90","655.10","660.09","651.40","4.79M","0.34%"
"06/29/2025","654.70","648.50","655.90","646.90","4.61M","0.97%"
"06/28/2025","648.40","645.50","649.10","644.30","3.09M","0.40%"
"06/27/2025","645.80","642.20","648.10","639.30","3.87M","0.53%"
"06/26/2025","642.40","646.00","649.90","641.20","6.87M","-0.53%"
"06/25/2025","645.80","643.50","652.38","641.90","12.46M","0.36%"
"06/24/2025","643.50","640.80","644.10","636.10","6.33M","0.48%"
"06/23/2025","640.40","615.90","642.60","615.00","12.52M","3.98%"
"06/22/2025","615.90","629.00","635.30","601.21","19.42M","-2.08%"
"06/21/2025","629.00","641.60","644.90","622.10","8.60M","-1.96%"
"06/20/2025","641.60","644.70","649.70","638.10","7.82M","-0.47%"
"06/19/2025","644.60","644.70","646.40","638.50","5.46M","0.00%"
"06/18/2025","644.60","647.90","653.90","637.50","8.75M","-0.51%"
"06/17/2025","647.90","650.10","658.80","640.20","10.06M","-0.38%"
"06/16/2025","650.40","648.10","659.30","646.20","8.44M","0.35%"
"06/15/2025","648.10","645.50","651.70","642.70","5.37M","0.40%"
"06/14/2025","645.50","655.30","655.30","638.90","7.35M","-1.50%"
"06/13/2025","655.30","654.10","659.40","639.21","15.34M","0.08%"
"06/12/2025","654.81","667.40","669.89","651.90","13.51M","-1.89%"
"06/11/2025","667.40","673.30","674.10","662.41","13.55M","-0.91%"
"06/10/2025","673.50","665.60","673.80","657.20","11.21M","1.19%"
"06/09/2025","665.60","651.90","667.80","648.00","8.78M","2.10%"
"06/08/2025","651.90","650.80","656.10","646.40","5.74M","0.18%"
"06/07/2025","650.70","643.19","653.80","640.00","7.48M","1.26%"
"06/06/2025","642.60","633.40","651.10","629.41","11.16M","1.45%"
"06/05/2025","633.40","663.30","670.80","625.80","17.36M","-4.49%"
"06/04/2025","663.20","661.50","671.60","660.70","12.73M","0.27%"
"06/03/2025","661.40","665.70","673.20","657.30","13.99M","-0.65%"
"06/02/2025","665.70","660.70","666.80","649.70","13.80M","0.76%"
"06/01/2025","660.70","657.90","662.40","647.30","11.60M","0.43%"
"05/31/2025","657.90","655.20","661.20","645.50","14.54M","0.47%"
"05/30/2025","654.80","675.10","678.30","653.20","24.74M","-3.01%"
"05/29/2025","675.10","687.00","691.00","673.10","21.67M","-1.69%"
"05/28/2025","686.70","687.00","689.30","680.00","20.63M","-0.03%"
"05/27/2025","686.90","674.20","697.21","666.41","19.58M","1.88%"
"05/26/2025","674.20","669.10","677.50","668.00","12.49M","0.76%"
"05/25/2025","669.10","667.90","671.40","657.40","15.67M","0.18%"
"05/24/2025","667.90","656.60","676.80","655.30","11.92M","1.72%"
"05/23/2025","656.60","686.31","691.30","653.80","23.89M","-4.33%"
"05/22/2025","686.30","673.49","688.91","673.20","20.77M","1.95%"
"05/21/2025","673.20","650.10","677.89","648.70","15.74M","3.55%"
"05/20/2025","650.10","649.60","653.70","640.40","8.28M","0.11%"
"05/19/2025","649.40","650.91","653.20","633.70","10.10M","-0.34%"
"05/18/2025","651.60","639.50","655.00","634.40","8.84M","1.92%"
"05/17/2025","639.30","646.20","646.70","634.71","7.52M","-1.11%"
"05/16/2025","646.50","651.61","659.70","643.71","9.69M","-0.78%"
"05/15/2025","651.60","652.20","660.89","642.30","11.34M","-0.11%"
"05/14/2025","652.30","664.59","666.10","647.20","10.39M","-1.79%"
"05/13/2025","664.20","660.00","671.01","640.81","10.71M","0.64%"
"05/12/2025","660.00","650.70","692.31","647.61","21.63M","1.40%"
"05/11/2025","650.91","662.60","668.49","648.11","12.16M","-1.96%"
"05/10/2025","663.90","666.61","678.00","648.90","18.71M","-0.39%"
"05/09/2025","666.51","629.30","669.71","623.60","20.19M","5.91%"
"05/08/2025","629.30","602.41","629.30","600.70","15.07M","4.43%"
"05/07/2025","602.60","602.50","609.00","597.80","10.91M","0.00%"
"05/06/2025","602.60","597.41","603.20","593.30","7.48M","0.87%"
"05/05/2025","597.41","585.81","599.90","583.70","6.16M","1.98%"
"05/04/2025","585.81","599.20","600.40","584.70","3.94M","-2.23%"
"05/03/2025","599.20","600.80","601.30","595.40","4.44M","-0.27%"
"05/02/2025","600.80","599.60","603.60","595.50","5.75M","0.20%"
"05/01/2025","599.60","599.71","605.39","598.20","4.81M","-0.02%"
"04/30/2025","599.71","600.90","604.59","591.71","6.09M","-0.20%"
"04/29/2025","600.91","606.50","610.60","598.01","7.19M","-0.86%"
"04/28/2025","606.10","603.40","608.10","598.21","5.68M","0.42%"
"04/27/2025","603.60","607.50","608.60","597.30","4.67M","-0.63%"
"04/26/2025","607.40","600.39","609.10","599.40","5.06M","1.20%"
"04/25/2025","600.20","601.30","610.11","597.20","7.64M","-0.23%"
"04/24/2025","601.60","605.90","606.90","592.91","8.46M","-0.66%"
"04/23/2025","605.60","618.50","619.90","601.40","12.35M","-2.09%"
"04/22/2025","618.50","597.40","619.80","595.01","9.71M","3.53%"
"04/21/2025","597.40","592.70","608.59","592.40","7.83M","0.81%"
"04/20/2025","592.60","591.60","595.79","587.60","9.52M","0.17%"
"04/19/2025","591.60","591.60","594.40","588.01","2.98M","-0.03%"
"04/18/2025","591.80","590.40","595.81","587.40","5.11M","0.24%"
"04/17/2025","590.40","582.70","593.00","580.90","5.29M","1.32%"
"04/16/2025","582.70","579.50","585.81","576.10","6.03M","0.55%"
"04/15/2025","579.50","584.60","590.80","579.30","5.62M","-0.84%"
"04/14/2025","584.40","584.10","593.00","583.10","6.47M","0.07%"
"04/13/2025","584.00","597.30","598.21","580.51","5.65M","-2.23%"
"04/12/2025","597.30","585.90","600.30","583.81","8.39M","1.93%"
"04/11/2025","586.00","578.00","590.20","575.80","5.65M","1.37%"
"04/10/2025","578.10","582.60","582.60","566.30","12.26M","-0.77%"
"04/09/2025","582.60","553.60","585.80","534.41","32.46M","5.24%"
"04/08/2025","553.60","554.50","565.60","547.71","10.45M","-0.16%"
"04/07/2025","554.50","555.60","567.09","521.82","54.82M","-0.20%"
"04/06/2025","555.60","593.59","593.80","544.71","10.65M","-6.40%"
"04/05/2025","593.59","597.60","598.90","589.79","3.61M","-0.67%"
"04/04/2025","597.60","592.79","600.00","585.10","9.88M","0.83%"
"04/03/2025","592.70","590.00","610.00","578.50","18.40M","0.47%"
"04/02/2025","589.91","611.11","611.60","584.71","23.95M","-3.44%"
"04/01/2025","610.91","604.80","618.50","604.50","15.86M","1.01%"
"03/31/2025","604.80","602.01","608.80","587.40","9.74M","0.46%"
"03/30/2025","602.00","602.81","613.20","593.70","5.79M","-0.13%"
"03/29/2025","602.80","619.60","623.70","597.30","9.80M","-2.71%"
"03/28/2025","619.60","637.01","637.20","615.90","16.68M","-2.73%"
"03/27/2025","637.01","617.90","642.40","617.10","37.89M","3.11%"
"03/26/2025","617.80","629.90","634.00","615.40","10.46M","-1.92%"
"03/25/2025","629.90","636.90","644.90","627.10","19.73M","-1.13%"
"03/24/2025","637.10","623.50","639.39","618.50","13.62M","2.20%"
"03/23/2025","623.40","627.20","629.30","619.60","10.32M","-0.59%"
"03/22/2025","627.10","635.50","636.20","623.80","11.72M","-1.29%"
"03/21/2025","635.30","630.70","637.99","625.42","18.31M","0.71%"
"03/20/2025","630.80","618.60","637.70","616.60","25.96M","1.97%"
"03/19/2025","618.60","628.10","628.10","604.70","24.67M","-1.50%"
"03/18/2025","628.00","631.30","643.09","621.60","26.67M","-0.57%"
"03/17/2025","631.60","602.40","643.10","602.40","22.36M","4.87%"
"03/16/2025","602.30","619.50","622.70","593.20","11.65M","-2.82%"
"03/15/2025","619.80","588.10","619.90","588.00","10.97M","5.55%"
"03/14/2025","587.22","579.19","589.60","577.09","6.65M","1.28%"
"03/13/2025","579.80","569.59","605.79","568.01","21.35M","1.74%"
"03/12/2025","569.90","551.90","574.80","544.60","11.53M","3.30%"
"03/11/2025","551.70","531.11","565.90","508.02","20.30M","3.88%"
"03/10/2025","531.10","554.12","572.68","523.20","9.64M","-4.15%"
"03/09/2025","554.12","593.29","593.29","550.21","7.05M","-6.60%"
"03/08/2025","593.29","594.60","602.30","590.30","4.25M","-0.22%"
"03/07/2025","594.61","596.40","610.09","577.90","7.85M","-0.32%"
"03/06/2025","596.50","598.20","612.32","589.40","6.16M","-0.28%"
"03/05/2025","598.20","583.70","605.71","580.70","5.09M","2.45%"
"03/04/2025","583.90","574.38","588.29","548.23","16.96M","1.37%"
"03/03/2025","576.02","623.09","623.56","567.72","522.39K","-7.67%"
"03/02/2025","623.90","607.92","634.48","601.88","495.13K","2.63%"
"03/01/2025","607.92","588.01","609.44","586.43","307.14K","3.39%"
"02/28/2025","587.97","605.43","606.27","560.20","629.03K","-2.90%"
"02/27/2025","605.51","611.52","619.48","596.15","312.23K","-0.99%"
"02/26/2025","611.54","623.46","632.07","595.19","445.87K","-1.91%"
"02/25/2025","623.46","615.94","628.15","587.63","691.52K","1.55%"
"02/24/2025","613.93","658.71","659.29","611.31","384.03K","-6.70%"
"02/23/2025","658.04","669.06","671.09","648.73","179.21K","-1.56%"
"02/22/2025","668.49","646.14","679.40","645.24","319.29K","3.29%"
"02/21/2025","647.20","656.47","668.01","635.19","339.08K","-1.39%"
"02/20/2025","656.29","650.93","658.95","646.17","238.72K","0.39%"
"02/19/2025","653.71","647.76","662.44","637.90","378.66K","0.85%"
"02/18/2025","648.18","667.43","668.15","630.09","396.60K","-2.88%"
"02/17/2025","667.43","673.24","681.83","658.41","345.97K","-0.86%"
"02/16/2025","673.24","662.19","685.57","653.64","385.57K","1.64%"
"02/15/2025","662.39","659.78","670.90","653.56","277.80K","0.40%"
"02/14/2025","659.78","664.72","684.74","652.15","700.50K","-0.74%"
"02/13/2025","664.72","696.94","730.87","659.67","1.89M","-4.62%"
"02/12/2025","696.94","642.53","705.25","627.33","856.97K","8.47%"
"02/11/2025","642.53","618.47","646.63","615.12","511.37K","3.89%"
"02/10/2025","618.47","615.95","621.95","596.58","389.78K","0.41%"
"02/09/2025","615.96","612.30","648.07","602.76","835.77K","0.60%"
"02/08/2025","612.30","577.85","633.58","573.63","514.55K","5.96%"
"02/07/2025","577.85","572.04","589.62","570.81","232.09K","1.02%"
"02/06/2025","572.04","569.21","589.35","568.89","347.84K","0.50%"
"02/05/2025","569.21","572.72","579.35","561.74","235.71K","-0.61%"
"02/04/2025","572.72","617.25","619.12","558.33","570.36K","-7.21%"
"02/03/2025","617.25","617.48","618.81","512.62","1.43M","-0.04%"
"02/02/2025","617.48","652.95","662.96","601.72","527.57K","-5.51%"
"02/01/2025","653.49","677.48","681.52","650.80","183.10K","-3.54%"
"01/31/2025","677.48","677.61","689.35","673.63","196.42K","0.01%"
"01/30/2025","677.43","667.78","682.66","666.08","150.54K","1.45%"
"01/29/2025","667.78","661.41","679.37","659.55","263.24K","0.96%"
"01/28/2025","661.41","679.76","682.85","659.66","210.18K","-2.67%"
"01/27/2025","679.53","667.56","680.51","640.08","507.83K","1.79%"
"01/26/2025","667.56","686.33","690.73","665.10","202.40K","-2.73%"
"01/25/2025","686.33","680.59","689.56","678.04","149.90K","0.84%"
"01/24/2025","680.59","690.18","691.23","678.86","291.48K","-1.39%"
"01/23/2025","690.18","695.20","697.56","680.40","345.13K","-0.72%"
"01/22/2025","695.20","692.21","703.96","690.14","228.73K","0.43%"
"01/21/2025","692.21","682.10","697.01","675.04","313.51K","1.48%"
"01/20/2025","682.10","683.75","709.18","672.14","715.04K","-0.24%"
"01/19/2025","683.75","709.87","714.56","676.57","747.51K","-3.68%"
"01/18/2025","709.88","721.48","723.04","695.24","385.07K","-1.61%"
"01/17/2025","721.48","708.17","729.77","708.17","298.40K","1.89%"
"01/16/2025","708.08","714.60","717.35","700.68","278.86K","-0.91%"
"01/15/2025","714.60","698.89","714.71","688.86","293.56K","2.25%"
"01/14/2025","698.89","688.58","699.96","686.31","166.11K","1.50%"
"01/13/2025","688.58","693.35","699.99","660.08","405.15K","-0.69%"
"01/12/2025","693.35","696.70","698.48","690.01","81.82K","-0.48%"
"01/11/2025","696.71","693.21","701.40","690.52","91.74K","0.50%"
"01/10/2025","693.21","685.31","700.58","683.31","245.19K","1.15%"
"01/09/2025","685.31","696.04","701.67","675.46","342.79K","-1.54%"
"01/08/2025","696.04","697.98","707.23","675.41","452.79K","-0.28%"
"01/07/2025","697.98","729.50","733.25","691.23","459.86K","-4.32%"
"01/06/2025","729.50","709.11","745.10","706.02","369.80K","2.87%"
"01/05/2025","709.11","713.42","713.91","702.91","120.72K","-0.62%"
"01/04/2025","713.50","714.59","721.71","708.48","174.94K","-0.15%"
"01/03/2025","714.59","706.26","715.67","697.58","300.21K","1.18%"
"01/02/2025","706.26","708.02","715.63","698.50","303.05K","-0.25%"
"01/01/2025","708.02","702.39","710.87","700.32","143.02K","0.80%"
"12/31/2024","702.39","705.36","714.75","698.62","244.32K","-0.42%"
"12/30/2024","705.36","694.71","712.17","687.96","312.01K","1.53%"
"12/29/2024","694.71","722.28","724.12","690.57","252.03K","-3.82%"
"12/28/2024","722.28","691.84","731.04","691.58","358.39K","4.41%"
"12/27/2024","691.79","689.55","710.85","685.88","360.78K","0.32%"
"12/26/2024","689.55","702.64","719.49","683.06","399.28K","-1.86%"
"12/25/2024","702.64","696.76","713.13","695.99","246.44K","0.84%"
"12/24/2024","696.76","694.04","698.90","682.89","404.02K","0.39%"
"12/23/2024","694.04","649.89","698.19","638.30","629.32K","6.79%"
"12/22/2024","649.89","663.12","669.59","639.79","346.83K","-1.99%"
"12/21/2024","663.12","678.67","692.94","652.54","549.77K","-2.29%"
"12/20/2024","678.67","665.42","679.90","619.23","1.06M","1.99%"
"12/19/2024","665.43","687.39","704.85","650.03","899.95K","-3.19%"
"12/18/2024","687.39","717.52","721.99","683.67","773.93K","-4.20%"
"12/17/2024","717.52","720.45","736.53","712.82","531.75K","-0.41%"
"12/16/2024","720.45","718.61","729.99","704.37","515.07K","0.26%"
"12/15/2024","718.61","715.89","723.94","702.95","297.32K","0.38%"
"12/14/2024","715.89","725.74","731.91","705.32","359.82K","-1.37%"
"12/13/2024","725.86","705.71","729.76","697.71","574.09K","2.85%"
"12/12/2024","705.71","711.41","725.56","699.38","609.49K","-0.80%"
"12/11/2024","711.41","676.92","712.46","658.72","556.73K","5.10%"
"12/10/2024","676.92","689.21","704.59","650.00","1.07M","-1.90%"
"12/09/2024","690.02","741.84","742.14","651.30","1.12M","-6.99%"
"12/08/2024","741.84","749.46","757.14","728.07","355.44K","-1.02%"
"12/07/2024","749.46","730.44","760.48","729.86","463.19K","2.60%"
"12/06/2024","730.44","717.32","745.52","705.63","781.27K","1.83%"
"12/05/2024","717.32","739.23","739.23","693.03","1.24M","-2.96%"
"12/04/2024","739.23","735.07","793.20","721.53","2.21M","0.57%"
"12/03/2024","735.07","647.77","746.05","624.66","1.63M","13.48%"
"12/02/2024","647.77","656.03","666.93","629.08","802.12K","-1.26%"
"12/01/2024","656.03","653.72","664.10","645.75","446.33K","0.35%"
"11/30/2024","653.72","654.69","676.80","648.44","565.60K","-0.15%"
"11/29/2024","654.69","654.01","663.61","648.73","442.57K","0.11%"
"11/28/2024","654.00","644.25","662.84","640.72","708.17K","1.49%"
"11/27/2024","644.43","613.70","646.41","608.36","650.79K","5.01%"
"11/26/2024","613.70","635.81","645.39","600.68","845.08K","-3.48%"
"11/25/2024","635.81","659.80","674.66","627.39","820.89K","-3.64%"
"11/24/2024","659.80","650.79","687.26","637.54","949.96K","1.38%"
"11/23/2024","650.79","633.00","678.88","631.32","1.12M","2.81%"
"11/22/2024","633.00","622.02","639.21","615.32","600.57K","1.76%"
"11/21/2024","622.02","605.39","629.31","593.40","666.06K","2.68%"
"11/20/2024","605.79","615.26","620.43","600.01","424.09K","-1.54%"
"11/19/2024","615.26","618.90","621.30","605.23","435.27K","-0.59%"
"11/18/2024","618.90","618.74","629.83","612.21","500.65K","0.03%"
"11/17/2024","618.74","622.46","646.91","605.56","615.18K","-0.60%"
"11/16/2024","622.46","619.11","633.53","617.57","462.16K","0.54%"
"11/15/2024","619.11","621.85","628.29","603.72","678.16K","-0.44%"
"11/14/2024","621.85","620.65","659.80","611.48","1.13M","0.19%"
"11/13/2024","620.65","625.31","638.04","599.44","1.08M","-0.71%"
"11/12/2024","625.08","660.15","666.66","612.86","1.26M","-5.31%"
"11/11/2024","660.15","627.46","664.60","613.04","1.06M","5.21%"
"11/10/2024","627.46","624.66","644.06","612.68","854.12K","0.48%"
"11/09/2024","624.48","597.81","637.97","597.51","794.09K","4.46%"
"11/08/2024","597.81","598.22","605.70","588.15","330.61K","-0.07%"
"11/07/2024","598.20","591.99","611.04","587.49","397.45K","1.05%"
"11/06/2024","591.99","563.23","594.76","563.19","568.65K","5.11%"
"11/05/2024","563.23","552.51","572.14","551.41","217.86K","1.94%"
"11/04/2024","552.51","557.70","564.59","543.87","271.27K","-0.93%"
"11/03/2024","557.70","568.59","569.30","547.30","223.61K","-1.88%"
"11/02/2024","568.40","573.09","576.78","562.40","148.72K","-0.82%"
"11/01/2024","573.09","576.50","585.40","568.00","252.22K","-0.61%"
"10/31/2024","576.60","595.50","596.39","571.39","288.20K","-3.17%"
"10/30/2024","595.50","606.30","606.59","594.31","193.18K","-1.78%"
"10/29/2024","606.30","600.99","612.09","600.00","311.62K","0.88%"
"10/28/2024","600.99","589.20","604.20","585.59","196.20K","1.98%"
"10/27/2024","589.30","583.30","591.00","581.80","98.11K","0.99%"
"10/26/2024","583.49","575.29","587.00","571.99","124.96K","1.43%"
"10/25/2024","575.29","594.41","597.39","566.84","267.45K","-3.22%"
"10/24/2024","594.41","584.89","597.91","583.50","155.61K","1.62%"
"10/23/2024","584.91","593.70","594.29","573.20","241.46K","-1.50%"
"10/22/2024","593.79","598.69","600.09","587.11","216.77K","-0.82%"
